      Freq
        Hz
 1.000e+01,
 2.041e+05,
 4.082e+05,
 6.123e+05,
 8.163e+05,
 1.020e+06,
 1.224e+06,
 1.429e+06,
 1.633e+06,
 1.837e+06,
 2.041e+06,
 2.245e+06,
 2.449e+06,
 2.653e+06,
 2.857e+06,
 3.061e+06,
 3.265e+06,
 3.469e+06,
 3.673e+06,
 3.878e+06,
 4.082e+06,
 4.286e+06,
 4.490e+06,
 4.694e+06,
 4.898e+06,
 5.102e+06,
 5.306e+06,
 5.510e+06,
 5.714e+06,
 5.918e+06,
 6.122e+06,
 6.327e+06,
 6.531e+06,
 6.735e+06,
 6.939e+06,
 7.143e+06,
 7.347e+06,
 7.551e+06,
 7.755e+06,
 7.959e+06,
 8.163e+06,
 8.367e+06,
 8.571e+06,
 8.776e+06,
 8.980e+06,
 9.184e+06,
 9.388e+06,
 9.592e+06,
 9.796e+06,
 1.000e+07,
