      Freq
        Hz
 1.000e+01,
 6.721e+03,
 1.343e+04,
 2.014e+04,
 2.686e+04,
 3.357e+04,
 4.028e+04,
 4.699e+04,
 5.370e+04,
 6.041e+04,
 6.712e+04,
 7.383e+04,
 8.055e+04,
 8.726e+04,
 9.397e+04,
 1.007e+05,
 1.074e+05,
 1.141e+05,
 1.208e+05,
 1.275e+05,
 1.342e+05,
 1.409e+05,
 1.477e+05,
 1.544e+05,
 1.611e+05,
 1.678e+05,
 1.745e+05,
 1.812e+05,
 1.879e+05,
 1.946e+05,
 2.014e+05,
 2.081e+05,
 2.148e+05,
 2.215e+05,
 2.282e+05,
 2.349e+05,
 2.416e+05,
 2.483e+05,
 2.550e+05,
 2.618e+05,
 2.685e+05,
 2.752e+05,
 2.819e+05,
 2.886e+05,
 2.953e+05,
 3.020e+05,
 3.087e+05,
 3.154e+05,
 3.222e+05,
 3.289e+05,
 3.356e+05,
 3.423e+05,
 3.490e+05,
 3.557e+05,
 3.624e+05,
 3.691e+05,
 3.758e+05,
 3.826e+05,
 3.893e+05,
 3.960e+05,
 4.027e+05,
 4.094e+05,
 4.161e+05,
 4.228e+05,
 4.295e+05,
 4.362e+05,
 4.430e+05,
 4.497e+05,
 4.564e+05,
 4.631e+05,
 4.698e+05,
 4.765e+05,
 4.832e+05,
 4.899e+05,
 4.966e+05,
 5.034e+05,
 5.101e+05,
 5.168e+05,
 5.235e+05,
 5.302e+05,
 5.369e+05,
 5.436e+05,
 5.503e+05,
 5.571e+05,
 5.638e+05,
 5.705e+05,
 5.772e+05,
 5.839e+05,
 5.906e+05,
 5.973e+05,
 6.040e+05,
 6.107e+05,
 6.175e+05,
 6.242e+05,
 6.309e+05,
 6.376e+05,
 6.443e+05,
 6.510e+05,
 6.577e+05,
 6.644e+05,
 6.711e+05,
 6.779e+05,
 6.846e+05,
 6.913e+05,
 6.980e+05,
 7.047e+05,
 7.114e+05,
 7.181e+05,
 7.248e+05,
 7.315e+05,
 7.383e+05,
 7.450e+05,
 7.517e+05,
 7.584e+05,
 7.651e+05,
 7.718e+05,
 7.785e+05,
 7.852e+05,
 7.919e+05,
 7.987e+05,
 8.054e+05,
 8.121e+05,
 8.188e+05,
 8.255e+05,
 8.322e+05,
 8.389e+05,
 8.456e+05,
 8.524e+05,
 8.591e+05,
 8.658e+05,
 8.725e+05,
 8.792e+05,
 8.859e+05,
 8.926e+05,
 8.993e+05,
 9.060e+05,
 9.128e+05,
 9.195e+05,
 9.262e+05,
 9.329e+05,
 9.396e+05,
 9.463e+05,
 9.530e+05,
 9.597e+05,
 9.664e+05,
 9.732e+05,
 9.799e+05,
 9.866e+05,
 9.933e+05,
 1.000e+06,
